cluster1,cluster2,distance,sample_count
1463.0,2728.0,0.02414484025229965,2.0
1640.0,1837.0,0.024221204102391918,2.0
40.0,3010.0,0.024245109014010627,3.0
739.0,3372.0,0.02427917318990572,6.0
1586.0,3529.0,0.024311798099894134,4.0
879.0,890.0,0.024384725398954855,2.0
1494.0,2413.0,0.02441385957317098,2.0
1063.0,2720.0,0.024481363638217853,2.0
1728.0,1981.0,0.024520059288587248,2.0
1530.0,2624.0,0.024542555968835582,2.0
984.0,1311.0,0.024656976319693966,2.0
517.0,1170.0,0.024679528806173683,2.0
3185.0,3520.0,0.02468319111649167,6.0
987.0,1297.0,0.024745863309182454,2.0
409.0,1584.0,0.02479025532034608,2.0
4.0,264.0,0.024791295899270968,2.0
590.0,2497.0,0.024818244513902236,2.0
22.0,2457.0,0.024867391539319585,2.0
2266.0,3126.0,0.024893616037452104,3.0
245.0,1791.0,0.02497060480845195,2.0
564.0,3569.0,0.024980588664400193,3.0
1800.0,1847.0,0.0249931510592903,2.0
557.0,2133.0,0.02506767659939649,2.0
12.0,682.0,0.025071891207771403,2.0
276.0,279.0,0.02507611311629651,2.0
2065.0,2112.0,0.025106295773698828,2.0
1152.0,1531.0,0.02512621092178167,2.0
645.0,3245.0,0.025169680212414933,4.0
3156.0,3218.0,0.025234431015970477,4.0
957.0,3416.0,0.02526254953477622,3.0
2918.0,2946.0,0.02530490441505504,2.0
2389.0,3498.0,0.025315601400080046,3.0
747.0,3550.0,0.025321612421732583,3.0
1084.0,1919.0,0.025346282358402163,2.0
2091.0,2403.0,0.025373924108494213,2.0
827.0,2045.0,0.02544622456325631,2.0
500.0,871.0,0.025584419300234713,2.0
1711.0,1836.0,0.02559511320472881,2.0
1591.0,2957.0,0.02562945354077835,2.0
1506.0,2164.0,0.025632533050557977,2.0
1458.0,1610.0,0.025671638913190624,2.0
587.0,1983.0,0.0256811207150348,2.0
1550.0,3133.0,0.025683790369740188,4.0
54.0,3329.0,0.025735265341724912,3.0
159.0,3247.0,0.02590593658733433,3.0
1138.0,1231.0,0.025940309586149658,2.0
1310.0,3486.0,0.025973048164287634,3.0
3311.0,3459.0,0.026007633397114868,4.0
2829.0,3422.0,0.026125118243598856,5.0
1540.0,2789.0,0.026151400079054216,2.0
474.0,3365.0,0.026173075259935584,3.0
90.0,2454.0,0.026499197206442806,2.0
1396.0,1417.0,0.026506697816329555,2.0
3017.0,3018.0,0.026519544772353302,4.0
1937.0,3393.0,0.026526698497038214,3.0
1039.0,3279.0,0.026534083961308737,3.0
194.0,1824.0,0.02653504553731444,2.0
1766.0,2013.0,0.0265784503235313,2.0
1498.0,2275.0,0.02658190555297903,2.0
523.0,736.0,0.026666080850677523,2.0
2640.0,2806.0,0.026714937313509175,2.0
2909.0,3397.0,0.026794439063688783,3.0
282.0,712.0,0.02692318486549185,2.0
375.0,3037.0,0.02697056432600893,3.0
1.0,134.0,0.02712008078731374,2.0
1056.0,1227.0,0.02715393823880867,2.0
690.0,3289.0,0.02719661462219425,3.0
103.0,1130.0,0.027231862968430418,2.0
2107.0,2756.0,0.027282024774258725,2.0
2092.0,2315.0,0.02728623503193735,2.0
1205.0,2869.0,0.027400109302814925,2.0
1441.0,2933.0,0.02754814393871928,2.0
260.0,2875.0,0.027586084600012228,2.0
1629.0,3362.0,0.02762332506020056,3.0
1689.0,1798.0,0.027639006562476705,2.0
324.0,3004.0,0.027667345195559894,3.0
2539.0,3446.0,0.027692206824604545,3.0
1474.0,2127.0,0.027714233522141057,2.0
916.0,1026.0,0.027720863751784425,2.0
1386.0,2980.0,0.027723835794506217,2.0
1161.0,3326.0,0.02772629537695428,3.0
1112.0,2900.0,0.02780847901307208,2.0
1332.0,1931.0,0.027823845594983805,2.0
752.0,3182.0,0.02783435369499185,3.0
781.0,2043.0,0.02785169441217312,2.0
1490.0,2817.0,0.027853351008112148,2.0
2018.0,3333.0,0.027898844304801298,3.0
2015.0,2129.0,0.027911898294381208,2.0
949.0,2370.0,0.027932406697414203,2.0
1469.0,2616.0,0.027964584946881716,2.0
431.0,1387.0,0.027968155849485588,2.0
2781.0,3255.0,0.027993891742766473,3.0
579.0,1891.0,0.028060016363689967,2.0
458.0,2100.0,0.0280793713543064,2.0
846.0,1881.0,0.028124959948657408,2.0
1953.0,2818.0,0.028163268501797695,2.0
1277.0,1567.0,0.02817413093923557,2.0
2975.0,3160.0,0.028216037945572252,3.0
903.0,3505.0,0.028225359721561073,3.0
641.0,1484.0,0.028241431856931766,2.0
1439.0,1786.0,0.02834115151889988,2.0
492.0,3321.0,0.02837204345846056,3.0
869.0,1621.0,0.02839876439698095,2.0
835.0,1775.0,0.028515768427599255,2.0
98.0,231.0,0.028541891257229536,2.0
1554.0,2623.0,0.02855778739164671,2.0
2560.0,3042.0,0.028628054702228085,3.0
239.0,1503.0,0.02863468728550484,2.0
703.0,1156.0,0.02872636094370997,2.0
462.0,3494.0,0.02887585271065948,3.0
784.0,2193.0,0.02890458035017812,2.0
2689.0,3327.0,0.028920712682173524,3.0
1261.0,3534.0,0.02896947299320169,5.0
1321.0,2166.0,0.028972929726504403,2.0
298.0,2406.0,0.029029443920500095,2.0
507.0,1654.0,0.029030315520378495,2.0
379.0,553.0,0.029161332661183245,2.0
1598.0,3506.0,0.02917845126699753,3.0
704.0,1235.0,0.029191319305210427,2.0
1532.0,3519.0,0.029216209271776785,3.0
1974.0,2684.0,0.02923627459034846,2.0
676.0,2769.0,0.029347039038483944,2.0
93.0,3688.0,0.029347199238777422,4.0
2716.0,3210.0,0.029415057482194702,3.0
288.0,830.0,0.029417883695377338,2.0
2507.0,3239.0,0.029520655186205988,3.0
1708.0,3437.0,0.029529528384256404,3.0
2807.0,3242.0,0.029540820865659123,3.0
1504.0,1856.0,0.02954189085231895,2.0
1864.0,2924.0,0.029586021009655353,2.0
1788.0,2962.0,0.029588332158426597,2.0
992.0,3489.0,0.029607390395042493,4.0
1403.0,2121.0,0.029634264088763393,2.0
1023.0,1339.0,0.029645212849652,2.0
669.0,2523.0,0.029651539078031298,2.0
870.0,2999.0,0.029678819012932196,2.0
1236.0,3231.0,0.029692746045203628,3.0
434.0,3475.0,0.02969964863202784,3.0
174.0,2938.0,0.029810197941944415,2.0
305.0,1228.0,0.029835573148767888,2.0
385.0,3467.0,0.02987811570397228,3.0
109.0,995.0,0.029884706636483037,2.0
1961.0,3330.0,0.029936703554840596,4.0
1585.0,1651.0,0.02995168054115099,2.0
538.0,2791.0,0.02997607466194363,2.0
80.0,670.0,0.03000405979222047,2.0
417.0,2763.0,0.030029484479629,2.0
171.0,414.0,0.030046146068473365,2.0
209.0,3551.0,0.030067571244903914,3.0
2111.0,3374.0,0.030096965160778262,3.0
1524.0,2753.0,0.030102668037908318,2.0
1822.0,2618.0,0.030103874084571044,2.0
3401.0,3597.0,0.030180373022995227,6.0
2447.0,3478.0,0.030286161661353943,5.0
2058.0,3432.0,0.030292955519964287,3.0
1208.0,3502.0,0.03032442243175811,3.0
58.0,301.0,0.03033208391518281,2.0
1092.0,2245.0,0.030376766362170536,2.0
2608.0,3721.0,0.03043257292675001,3.0
1428.0,1928.0,0.030446773259459995,2.0
1090.0,3457.0,0.03058909965784384,3.0
1718.0,2668.0,0.030591563391961594,2.0
1408.0,3679.0,0.030662161470839035,3.0
2896.0,3274.0,0.030695477086829567,3.0
1048.0,1521.0,0.03084947654981943,2.0
192.0,2408.0,0.0310154665895153,2.0
950.0,1471.0,0.03105844500420427,2.0
2943.0,3139.0,0.031064672730552557,3.0
1906.0,2655.0,0.03108349963450987,2.0
1045.0,1526.0,0.031100078498494364,2.0
2224.0,2228.0,0.031128764062923215,2.0
1852.0,2103.0,0.03115519309163189,2.0
2089.0,3212.0,0.03125109102815509,5.0
1737.0,1939.0,0.031301500645252424,2.0
2082.0,2368.0,0.03140929607878649,2.0
1201.0,1331.0,0.0314335792131337,2.0
106.0,312.0,0.03144439932263299,2.0
1442.0,3306.0,0.03149949247398041,3.0
466.0,1535.0,0.03156812085145509,2.0
583.0,3223.0,0.03157882969375274,3.0
968.0,990.0,0.03158253628762378,2.0
439.0,549.0,0.0316942828396758,2.0
1618.0,3517.0,0.031857406762810625,3.0
932.0,1696.0,0.03189208774950228,2.0
735.0,1265.0,0.03191452984456298,2.0
1635.0,2625.0,0.031968621245022914,2.0
2096.0,2155.0,0.031997838224092086,2.0
410.0,2685.0,0.03202206877877295,2.0
2680.0,3600.0,0.03203396059894709,3.0
624.0,2197.0,0.03212004568227523,2.0
151.0,1777.0,0.03212200035228494,2.0
1162.0,3331.0,0.03213642288732808,3.0
2749.0,3038.0,0.0321425433386752,3.0
214.0,1723.0,0.032291784288679855,2.0
2170.0,3249.0,0.03229507074621488,3.0
822.0,2097.0,0.03238690117695112,2.0
2987.0,3521.0,0.03245167652387989,3.0
1662.0,2544.0,0.032519555923581106,2.0
166.0,3302.0,0.03254082963068025,3.0
323.0,3491.0,0.032575505605564166,3.0
1552.0,3268.0,0.032607754235360074,3.0
225.0,368.0,0.032681814316081276,2.0
2897.0,3658.0,0.03274033065671773,3.0
958.0,1019.0,0.03277191543531776,2.0
2985.0,3514.0,0.03277635048466405,3.0
623.0,1871.0,0.03277674249585875,2.0
1376.0,1455.0,0.0328014336879967,2.0
285.0,1114.0,0.03281521020512566,2.0
1713.0,2007.0,0.03297695136427211,2.0
2574.0,2958.0,0.03298468399619958,2.0
2367.0,3366.0,0.03298616349301948,3.0
729.0,1862.0,0.033058347475706094,2.0
1429.0,3350.0,0.033079724794314085,3.0
29.0,534.0,0.03315879793205166,2.0
2049.0,2277.0,0.03320168931943286,2.0
513.0,3207.0,0.033213395145895636,3.0
199.0,3051.0,0.03343208138588431,3.0
651.0,3345.0,0.03349451107573047,3.0
120.0,1848.0,0.03375819714345796,2.0
893.0,1445.0,0.033885581904963276,2.0
259.0,1657.0,0.034046081065920365,2.0
762.0,3749.0,0.03410316921452094,3.0
1259.0,3504.0,0.03412440023393838,3.0
2559.0,3281.0,0.034328797590998605,3.0
35.0,2705.0,0.034412516601212126,2.0
2784.0,3338.0,0.03451149958280278,3.0
161.0,1072.0,0.03453520440957642,2.0
2161.0,2397.0,0.03453581542716001,2.0
2543.0,3769.0,0.0345364382679542,6.0
856.0,2651.0,0.03464243638371252,2.0
32.0,160.0,0.034763266349792696,2.0
87.0,2592.0,0.034794575928607664,2.0
1046.0,2159.0,0.034884431631691123,2.0
2773.0,3452.0,0.034907926105633355,3.0
1051.0,2414.0,0.03496446210344831,2.0
2102.0,2360.0,0.03503058410232254,2.0
256.0,3375.0,0.035100045959920764,3.0
2220.0,2903.0,0.03511171332741076,2.0
2804.0,3066.0,0.035144736297325244,3.0
938.0,3516.0,0.03514951999393733,3.0
1059.0,2253.0,0.035241958291398555,2.0
2140.0,2887.0,0.035270151281605676,2.0
1328.0,1681.0,0.03534536653893098,2.0
297.0,810.0,0.035387468285971696,2.0
1159.0,2978.0,0.03539596555831282,2.0
220.0,664.0,0.03543460252655517,2.0
5.0,2012.0,0.035527670968418766,2.0
1678.0,3335.0,0.03557152832332276,3.0
816.0,839.0,0.03558658780479823,2.0
1094.0,1813.0,0.03559943255080486,2.0
125.0,3035.0,0.03562819304056965,5.0
1262.0,1841.0,0.03567282891773131,2.0
749.0,2141.0,0.035678895946835654,2.0
1303.0,1697.0,0.03571076107110682,2.0
862.0,2802.0,0.03572065105678823,2.0
2279.0,3283.0,0.03579070995702375,3.0
1814.0,2186.0,0.035806497736378944,2.0
585.0,3650.0,0.0359295247856091,3.0
512.0,2935.0,0.035948020529053416,2.0
1990.0,3277.0,0.035992785443092125,4.0
2435.0,3546.0,0.036018933503455274,3.0
608.0,3262.0,0.036129027108526925,3.0
1209.0,1706.0,0.036177540852432195,2.0
1580.0,3553.0,0.036187799175772244,5.0
1912.0,3554.0,0.03619495888717032,3.0
70.0,3680.0,0.036224783605598304,3.0
266.0,1794.0,0.03634556797073882,2.0
2417.0,2453.0,0.03640916741187426,2.0
2520.0,2619.0,0.03646632863885252,2.0
1970.0,3574.0,0.03649490773837823,3.0
798.0,2320.0,0.03649795682376237,2.0
1080.0,3431.0,0.03652092621423014,3.0
2783.0,3613.0,0.03664428041692572,4.0
796.0,1831.0,0.03664537949986336,2.0
1499.0,3690.0,0.036707679360876815,3.0
68.0,731.0,0.03670971445705421,2.0
2260.0,3563.0,0.03677249409880612,3.0
108.0,1742.0,0.036871926315471676,2.0
13.0,2215.0,0.036908471731763474,2.0
742.0,3533.0,0.03698527791515022,4.0
518.0,3765.0,0.0369923376535253,3.0
433.0,2532.0,0.03703990944555922,2.0
118.0,3692.0,0.03704898796097153,3.0
789.0,3537.0,0.03715376463243164,3.0
382.0,3488.0,0.03718294158084071,4.0
1145.0,1485.0,0.03719926682176729,2.0
668.0,2944.0,0.03734468972909812,2.0
806.0,2673.0,0.037365270570243414,2.0
165.0,3603.0,0.03743308108920983,4.0
2894.0,3710.0,0.03744844893761255,5.0
1559.0,3622.0,0.037517374473530596,3.0
1945.0,2031.0,0.03754469732359972,2.0
1677.0,2867.0,0.0375580306946547,2.0
769.0,3288.0,0.03757988983133789,3.0
3293.0,3755.0,0.03758279892061136,5.0
1086.0,3522.0,0.03759712825439435,3.0
744.0,754.0,0.037693149002106366,2.0
1351.0,3396.0,0.03770585478183479,4.0
556.0,1061.0,0.03774864989862914,2.0
2600.0,3404.0,0.03775831073996972,3.0
1603.0,2798.0,0.03776540888003122,2.0
1371.0,3385.0,0.0378741132688,3.0
2361.0,2795.0,0.03792132890871328,2.0
1330.0,1534.0,0.03793800283090936,2.0
2429.0,3348.0,0.037965295098186615,3.0
2125.0,3686.0,0.03800594715568963,4.0
445.0,1599.0,0.0381117047760823,2.0
1509.0,2579.0,0.038127860222103356,2.0
705.0,1420.0,0.03814081505468214,2.0
1975.0,2732.0,0.03817984281305744,2.0
1189.0,3399.0,0.03820405222907447,3.0
467.0,877.0,0.03839579685865605,2.0
622.0,2424.0,0.03842729613216483,2.0
291.0,1002.0,0.03843381735960701,2.0
616.0,3128.0,0.038503296740751015,3.0
190.0,1519.0,0.038509942631314714,2.0
2973.0,3112.0,0.03853502870960063,4.0
2.0,2192.0,0.03857385402623706,2.0
2731.0,3442.0,0.03857637807926198,3.0
62.0,981.0,0.03859577005159631,2.0
1551.0,1676.0,0.03867919126123103,2.0
41.0,3391.0,0.03871854594589571,4.0
2449.0,3480.0,0.03873794577845102,3.0
283.0,1617.0,0.03882077996478949,2.0
1193.0,3429.0,0.03887270517247354,4.0
1735.0,2768.0,0.03889455769586012,2.0
1803.0,2979.0,0.0389358193666573,2.0
1556.0,2929.0,0.03894413384831867,2.0
1910.0,3818.0,0.03900916675681579,3.0
519.0,3547.0,0.03916683023113171,3.0
969.0,3191.0,0.039200873110753626,3.0
1424.0,3843.0,0.03920158569817357,3.0
3612.0,3634.0,0.03923482725744971,8.0
45.0,882.0,0.03927984957250939,2.0
3409.0,3615.0,0.03928537858489845,4.0
415.0,1454.0,0.03932227117057889,2.0
408.0,2552.0,0.039342794375622055,2.0
96.0,2244.0,0.03938345451701625,2.0
9.0,1169.0,0.03946717830023193,2.0
1571.0,3168.0,0.03953100438559882,3.0
650.0,1812.0,0.03956384472519283,2.0
1352.0,1762.0,0.039871783339325374,2.0
2602.0,3406.0,0.03987863831374272,4.0
683.0,3637.0,0.03989258151749528,3.0
496.0,2940.0,0.039946356900744696,2.0
362.0,2451.0,0.03997733643646147,2.0
1512.0,2287.0,0.03999517667939584,2.0
3464.0,3648.0,0.039996254507278756,5.0
647.0,1230.0,0.04010552584215032,2.0
472.0,3894.0,0.040219101915497685,3.0
36.0,44.0,0.040281066073680184,2.0
692.0,1895.0,0.04034419484062672,2.0
2857.0,3108.0,0.04037035159586203,3.0
3023.0,3499.0,0.040399022588299235,5.0
1725.0,3208.0,0.040422979973108716,3.0
883.0,2072.0,0.04043028883779964,2.0
154.0,2139.0,0.04051942783918813,2.0
2167.0,3250.0,0.0406708124335787,3.0
2850.0,3598.0,0.04069409299528564,3.0
679.0,681.0,0.04082526540579264,2.0
1418.0,1553.0,0.04082677898448732,2.0
222.0,665.0,0.04088078372756851,2.0
1865.0,1896.0,0.040994360990007056,2.0
398.0,3526.0,0.041012904932369997,3.0
1511.0,3497.0,0.04102801229512549,3.0
872.0,1679.0,0.04103511397122489,2.0
3008.0,3799.0,0.04104581371462534,6.0
380.0,3840.0,0.04106679837148979,3.0
122.0,1771.0,0.041102183368994516,2.0
562.0,935.0,0.04118333591543084,2.0
3172.0,3657.0,0.041246046220404516,4.0
404.0,986.0,0.04131041853724724,2.0
66.0,3862.0,0.04132159447990716,3.0
3267.0,3349.0,0.041333532569282586,4.0
1349.0,2431.0,0.041391860723516256,2.0
1870.0,2642.0,0.041424626981659995,2.0
1111.0,3174.0,0.041495086048929396,3.0
3069.0,3280.0,0.0415717407712195,6.0
1103.0,2819.0,0.04157739696392984,2.0
919.0,2826.0,0.04166378069416532,2.0
1854.0,3465.0,0.041679168968826154,3.0
920.0,2614.0,0.0417164266813184,2.0
2984.0,3211.0,0.04171712012026813,3.0
1942.0,2516.0,0.04175636458225213,2.0
2893.0,3443.0,0.041809010894889156,3.0
2696.0,3820.0,0.04181380506639388,4.0
1191.0,1808.0,0.04186559880031161,2.0
1016.0,3137.0,0.041897551753450106,3.0
1449.0,2601.0,0.0419238251537127,2.0
1300.0,3695.0,0.041929773307014036,3.0
3451.0,3835.0,0.042047774940274014,4.0
49.0,2136.0,0.042060010517684716,2.0
1537.0,3319.0,0.042083366755950376,3.0
1785.0,2854.0,0.04216460741163283,2.0
2803.0,2949.0,0.042292336844726254,2.0
1348.0,3933.0,0.042503122692803735,4.0
1365.0,3161.0,0.042506354653448715,3.0
719.0,2276.0,0.042507745463989485,2.0
2443.0,3590.0,0.042522791700246566,4.0
1804.0,2908.0,0.04253054908158407,2.0
48.0,1780.0,0.04278636718816589,2.0
453.0,1478.0,0.042903724902233306,2.0
1179.0,2596.0,0.0429921387258861,2.0
746.0,1632.0,0.043023147389206505,2.0
1964.0,2948.0,0.04303917122775705,2.0
227.0,1915.0,0.04307507836204219,2.0
1416.0,2475.0,0.04318719390255642,2.0
1933.0,3175.0,0.043328233736847035,3.0
1772.0,2201.0,0.04332935711145203,2.0
1034.0,3229.0,0.043339811817678146,3.0
1415.0,3626.0,0.043347404681651186,3.0
2300.0,2994.0,0.043378218212686045,2.0
637.0,3561.0,0.0433931363250787,3.0
2199.0,3711.0,0.04340796472041358,4.0
725.0,3024.0,0.04343369572660155,3.0
1908.0,3538.0,0.043664157502488365,3.0
2380.0,3740.0,0.04371013378748047,4.0
529.0,1612.0,0.043748440193614645,2.0
2437.0,2928.0,0.04376526984535676,2.0
2947.0,3525.0,0.04378167124394306,3.0
107.0,2965.0,0.04384595086870538,2.0
978.0,1204.0,0.04396465266582127,2.0
2433.0,3363.0,0.044010148103168084,3.0
1576.0,3483.0,0.044020044521349735,3.0
1041.0,3756.0,0.04424381413812412,3.0
1406.0,2017.0,0.044340475922528905,2.0
1335.0,2541.0,0.044402637621650316,2.0
3022.0,3700.0,0.04452709240852213,6.0
1148.0,1493.0,0.044538047489974995,2.0
2643.0,3140.0,0.04459628308088784,3.0
2805.0,3259.0,0.04467535009984289,3.0
991.0,3880.0,0.04476681335814357,4.0
1630.0,3456.0,0.04478096412219899,3.0
1093.0,3780.0,0.04482077856416386,4.0
169.0,1588.0,0.04483589538698485,2.0
1363.0,1879.0,0.04492968992557643,2.0
2527.0,3253.0,0.0449699250525148,3.0
1712.0,3297.0,0.044988199864039784,3.0
2490.0,3572.0,0.04503583144655254,3.0
2257.0,3501.0,0.04509179944275676,3.0
2436.0,3282.0,0.04512058793153434,3.0
353.0,3683.0,0.04525667858907667,3.0
1168.0,3153.0,0.045333924586891575,3.0
432.0,586.0,0.04562403301944688,2.0
2004.0,2090.0,0.04563080235410461,2.0
1744.0,3691.0,0.04575840691981429,3.0
1695.0,2134.0,0.045795858061300675,2.0
23.0,162.0,0.045800525453589466,2.0
491.0,3758.0,0.045848771542443226,4.0
558.0,639.0,0.04594034627764711,2.0
167.0,1918.0,0.04595090981648587,2.0
849.0,1853.0,0.04601985646443105,2.0
52.0,3866.0,0.046111191883321016,3.0
1378.0,3941.0,0.046131589625811174,5.0
1935.0,3643.0,0.04619850012647854,4.0
311.0,545.0,0.04619899530173187,2.0
1872.0,2322.0,0.04621939021672814,2.0
1232.0,2706.0,0.04626257987076052,2.0
1701.0,3826.0,0.046365591019302356,3.0
195.0,2358.0,0.04636953388894296,2.0
3266.0,3290.0,0.04637778228174327,5.0
563.0,2267.0,0.04637929108719656,2.0
3496.0,3676.0,0.04637948187697316,4.0
855.0,3246.0,0.04638517987667317,4.0
3531.0,3552.0,0.04639192577143246,4.0
2345.0,3351.0,0.0465053231547671,3.0
129.0,302.0,0.04652515215468533,2.0
1523.0,3929.0,0.046542234405585615,5.0
357.0,2661.0,0.04664026322223207,2.0
3518.0,3631.0,0.04669868026630746,5.0
1165.0,2407.0,0.046723039205614506,2.0
552.0,1805.0,0.04680343807555591,2.0
2217.0,3592.0,0.04688613619148842,3.0
197.0,3232.0,0.04692627622376765,3.0
372.0,2006.0,0.046972301709114955,2.0
847.0,3767.0,0.046973497339746685,3.0
2176.0,3420.0,0.04707604434050006,3.0
459.0,2553.0,0.047165346362276594,2.0
905.0,2848.0,0.04724198737200606,2.0
3325.0,3371.0,0.04725218975002879,5.0
945.0,3532.0,0.047343558424420465,5.0
1619.0,1946.0,0.047351696665371576,2.0
480.0,3512.0,0.047370539735191265,3.0
3278.0,3829.0,0.047421132028254376,13.0
83.0,3203.0,0.04744007614202976,3.0
675.0,4009.0,0.047546221661742216,4.0
1437.0,2226.0,0.04758887552159707,2.0
2691.0,3635.0,0.04761721487739907,5.0
1564.0,1683.0,0.047621299666946594,2.0
2077.0,3240.0,0.04763935449130366,3.0
611.0,640.0,0.047656345110953284,2.0
1124.0,2912.0,0.04776889120376718,2.0
2319.0,3789.0,0.047799755602780915,3.0
2036.0,3314.0,0.04793171053032261,3.0
1334.0,2016.0,0.04795242319269553,2.0
634.0,3254.0,0.047971580192800754,3.0
2567.0,3753.0,0.048020579217338315,3.0
3163.0,3448.0,0.04805192359738755,6.0
1857.0,2701.0,0.04807582311829421,2.0
2183.0,3727.0,0.04809470993078599,3.0
1652.0,2484.0,0.04821424173298419,2.0
1405.0,2641.0,0.04824689419447223,2.0
2349.0,3263.0,0.048285508245798185,3.0
915.0,3736.0,0.048302851158124396,3.0
800.0,3183.0,0.04842285631120559,3.0
1648.0,3312.0,0.0484246655733413,4.0
3062.0,3436.0,0.04845869349411089,6.0
278.0,975.0,0.0484632019908526,2.0
2130.0,3593.0,0.04846423916467349,3.0
857.0,3980.0,0.048484514111312174,3.0
3083.0,3656.0,0.04852009072119692,5.0
1153.0,1976.0,0.04852426438698392,2.0
2445.0,3874.0,0.04853712518993806,4.0
1956.0,2737.0,0.04855302937525147,2.0
3036.0,3807.0,0.04862510677674118,4.0
270.0,4032.0,0.048628145092955474,3.0
2881.0,4011.0,0.04863060244656778,4.0
521.0,3932.0,0.0487055311743991,3.0
1341.0,1377.0,0.04871121792203212,2.0
859.0,2381.0,0.04872059758908639,2.0
1100.0,1770.0,0.04872194582102599,2.0
1558.0,1674.0,0.048768289968118515,2.0
652.0,3907.0,0.04879338378195686,6.0
2106.0,3134.0,0.0488233896234836,3.0
2583.0,2620.0,0.04890370973820072,2.0
1338.0,2241.0,0.04907930437457648,2.0
1188.0,3752.0,0.049181439959985904,3.0
2395.0,4062.0,0.04918622291850099,3.0
3419.0,3596.0,0.04919489918421296,4.0
880.0,1863.0,0.049245968802465165,2.0
502.0,2956.0,0.049391353271813654,2.0
240.0,3358.0,0.04939616542465722,3.0
2500.0,3575.0,0.049430478881104606,3.0
614.0,2005.0,0.049457652509660284,2.0
1096.0,3421.0,0.049501956732099846,3.0
1256.0,2427.0,0.04955926302036138,2.0
3291.0,4047.0,0.04962434497554567,6.0
138.0,3720.0,0.04967843402362894,4.0
535.0,966.0,0.04975043491124596,2.0
1443.0,3604.0,0.0497644791951643,3.0
290.0,2200.0,0.04980928493018879,2.0
2591.0,3845.0,0.04985090136526277,4.0
1306.0,1760.0,0.04991015596381322,2.0
135.0,2905.0,0.049936671311158316,2.0
2446.0,3511.0,0.05006512465839178,3.0
594.0,1773.0,0.05028100925604364,2.0
1993.0,3872.0,0.050458179024344754,4.0
2529.0,3770.0,0.05054444120651669,3.0
3252.0,3662.0,0.05057102773910407,5.0
3353.0,4144.0,0.05063122445520068,7.0
797.0,2721.0,0.05065555712106413,2.0
1450.0,2584.0,0.0507135995463269,2.0
1426.0,2037.0,0.050901500217992224,2.0
2474.0,3775.0,0.05103270691373004,3.0
3256.0,3857.0,0.051110383367871104,5.0
1958.0,2052.0,0.05129247821527614,2.0
2647.0,3848.0,0.05133085042581597,4.0
186.0,4089.0,0.051451806290263614,4.0
2196.0,2885.0,0.05145823381382838,2.0
3434.0,3949.0,0.05146726631054974,4.0
81.0,3677.0,0.05155514404547935,4.0
3471.0,4179.0,0.05162529877514373,9.0
861.0,2755.0,0.05168192542094416,2.0
2422.0,3318.0,0.051841118963080926,3.0
27.0,1636.0,0.051889777902099796,2.0
536.0,2469.0,0.05200899273212289,2.0
1435.0,2194.0,0.05203163176354392,2.0
2606.0,3812.0,0.052040631093786004,4.0
332.0,3867.0,0.052048674469875024,4.0
1470.0,2676.0,0.052115165184514915,2.0
863.0,1769.0,0.05231550082204665,2.0
412.0,3733.0,0.052375299017539824,4.0
1423.0,1875.0,0.05251209909144595,2.0
176.0,3640.0,0.05256669846799126,3.0
2039.0,2185.0,0.05266017496692016,2.0
2399.0,3313.0,0.052692992349983606,3.0
2083.0,2353.0,0.052740636053733435,2.0
2329.0,3991.0,0.05274396455272723,5.0
2622.0,3788.0,0.052757374077025576,5.0
547.0,3678.0,0.05280249603696911,3.0
923.0,2317.0,0.05284038821171741,2.0
2760.0,4020.0,0.05306575363721113,4.0
3003.0,3768.0,0.05324432717077361,5.0
2268.0,3737.0,0.053306027178616114,4.0
3642.0,4098.0,0.05330698243826312,5.0
542.0,2009.0,0.053332816297816395,2.0
1336.0,2297.0,0.05348794810935392,2.0
1066.0,3423.0,0.05354311194044716,3.0
1131.0,3109.0,0.053683719579052054,3.0
406.0,1305.0,0.05376004181692908,2.0
2168.0,2439.0,0.05376025645101623,2.0
1886.0,2738.0,0.05378821262881507,2.0
1750.0,3482.0,0.05379339499136712,3.0
1118.0,4118.0,0.05381777794719031,3.0
642.0,2700.0,0.05382895917404058,2.0
24.0,3545.0,0.05389013357718798,3.0
64.0,1510.0,0.05392014126327173,2.0
3378.0,3664.0,0.05400226406069942,5.0
3020.0,3793.0,0.05413217837762197,5.0
680.0,4165.0,0.05414260252241792,4.0
2292.0,3836.0,0.054149547566895564,4.0
743.0,3823.0,0.0542024803041784,3.0
438.0,1745.0,0.05424739838377906,2.0
1219.0,3618.0,0.05425358448177747,3.0
394.0,3398.0,0.05426805176787486,3.0
3271.0,3513.0,0.054364888963612426,5.0
454.0,4225.0,0.05443184160911468,5.0
745.0,1018.0,0.05450113457558635,2.0
1213.0,3294.0,0.05450850899577123,3.0
1851.0,3960.0,0.05466066112956869,3.0
309.0,1247.0,0.054678031308793,2.0
475.0,1322.0,0.05476131834976056,2.0
2122.0,4019.0,0.05493231102925036,3.0
2014.0,3295.0,0.05496259440635753,3.0
3458.0,3701.0,0.05497316469963598,7.0
913.0,4071.0,0.05502063108680029,4.0
1082.0,3806.0,0.05511817950682091,4.0
1513.0,2859.0,0.0551524692382514,2.0
1721.0,3405.0,0.05518025635380135,3.0
140.0,3849.0,0.05523415016516631,4.0
526.0,3479.0,0.055336905700198925,3.0
